name,description,genre
cryptonark,SSL security checker.,crypto
csrftester,The OWASP CSRFTester Project attempts to give developers the ability to test their applications for CSRF flaws.,webapp
ct-exposer,An OSINT tool that discovers sub-domains by searching Certificate Transparency logs.,scanner
ctf-party,A CLI tool & library to enhance and speed up script/exploit writing for CTF players.,misc
ctunnel,Tunnel and/or proxy TCP or UDP connections via a cryptographic tunnel.,tunnel
ctypes-sh,Allows you to call routines in shared libraries from within bash.,reversing
cuckoo,Automated malware analysis system.,malware
cudahashcat,Worlds fastest WPA cracker with dictionary mutation engine.,blackarch-cracke
cupp,Common User Password Profiler,cracker
cutycapt,A Qt and WebKit based command-line utility that captures WebKit's rendering of a web page.,recon
cve-api,Unofficial api for cve.mitre.org.,misc
cve-search,A tool to perform local searches for known vulnerabilities.,exploitation
cvechecker,"The goal of cvechecker is to report about possible vulnerabilities on your system, by scanning the installed software and matching the results with the CVE database.",scanner
cybercrowl,A Python Web path scanner tool.,webapp
cyberscan,A Network Pentesting Tool,networking
cymothoa,"A stealth backdooring tool, that inject backdoor's shellcode into an existing process.",backdoor
d-tect,Pentesting the Modern Web.,scanner
dagon,Advanced Hash Manipulation.,crypto
dalfox,Parameter Analysis and XSS Scanning tool.,webapp
damm,Differential Analysis of Malware in Memory.,malware
daredevil,A tool to perform (higher-order) correlation power analysis attacks (CPA).,crypto
dark-dork-searcher,Dark-Dork Searcher.,windows
darkarmour,"Store and execute an encrypted windows binary from inside memory, without a single bit touching disk.",windows
darkbing,A tool written in python that leverages bing for mining data on systems that may be susceptible to SQL injection.,scanner
darkd0rk3r,Python script that performs dork searching and searches for local file inclusion and SQL injection errors.,exploitation
darkdump,Search The Deep Web Straight From Your Terminal.,webapp
darkjumper,This tool will try to find every website that host at the same server at your target.,webapp
darkmysqli,Multi-Purpose MySQL Injection Tool,exploitation
darkscrape,OSINT Tool For Scraping Dark Websites.,webapp
darkspiritz,"A penetration testing framework for Linux, MacOS, and Windows systems.",exploitation
darkstat,Network statistics gatherer (packet sniffer),sniffer
datajackproxy,A proxy which allows you to intercept TLS traffic in native x86 applications across platform.,proxy
datasploit,Performs automated OSINT and more.,recon
davoset,A tool for using Abuse of Functionality and XML External Entities vulnerabilities on some websites to attack other websites.,dos
davscan,"Fingerprints servers, finds exploits, scans WebDAV.",webapp
davtest,"Tests WebDAV enabled servers by uploading test executable files, and then (optionally) uploading files which allow for command execution or other actions directly on the target.",scanner
dawnscanner,A static analysis security scanner for ruby written web applications.,webapp
dbd,"A Netcat-clone, designed to be portable and offer strong encryption. It runs on Unix-like operating systems and on Microsoft Win32.",misc
dbpwaudit,A Java tool that allows you to perform online audits of password quality for several database engines.,cracker
dbusmap,"Simple utility for enumerating D-Bus endpoints, an nmap for D-Bus.",scanner
dc3dd,A patched version of dd that includes a number of features useful for computer forensics.,forensic
dcfldd,DCFL (DoD Computer Forensics Lab) dd replacement with hashing.,forensic
dcrawl,"Simple, but smart, multi-threaded web crawler for randomly gathering huge lists of unique domain names.",scanner
ddrescue,GNU data recovery tool,forensic
de4dot,.NET deobfuscator and unpacker.,windows
deathstar,Automate getting Domain Admin using Empire.,automation
debinject,Inject malicious code into *.debs.,backdoor
deblaze,Performs method enumeration and interrogation against flash remoting end points.,scanner
decodify,"Tool that can detect and decode encoded strings, recursively.",crypto
deen,Generic data encoding/decoding application built with PyQt5.,crypto
delldrac,DellDRAC and Dell Chassis Discovery and Brute Forcer.,scanner
delorean,NTP Main-in-the-Middle tool.,exploitation
demiguise,HTA encryption tool for RedTeams.,crypto
depant,Check network for services with default passwords.,cracker
depdep,A merciless sentinel which will seek sensitive files containing critical info leaking through your network.,networking
depix,A tool for recovering passwords from pixelized screenshots.,misc
det,(extensible) Data Exfiltration Toolkit.,networking
detect-it-easy,A program for determining types of files.,binary
detect-secrets,An enterprise friendly way of detecting and preventing secrets in code.,code-audit
detect-sniffer,Tool that detects sniffers in the network.,defensive
detectem,Detect software and its version on websites.,fingerprint
devaudit,"An open-source, cross-platform, multi-purpose security auditing tool targeted at developers and teams.",code-audit
device-pharmer,Opens 1K+ IPs or Shodan search results and attempts to login.,cracker
dex2jar,A tool for converting Android's .dex format to Java's .class format,hardware
dexpatcher,Modify Android DEX/APK files at source-level using Java.,mobile
dff-scanner,Tool for finding path of predictable resource locations.,webapp
dfir-ntfs,An NTFS parser for digital forensics & incident response.,forensic
dga-detection,DGA Domain Detection using Bigram Frequency Analysis.,recon
dharma,"Generation-based, context-free grammar fuzzer.",fuzzer
dhcdrop,Remove illegal dhcp servers with IP-pool underflow.,misc
dhcpf,Passive DHCP fingerprinting implementation.,fingerprint
dhcpig,Enhanced DHCPv4 and DHCPv6 exhaustion and fuzzing script written in python using scapy network library.,scanner
dhcpoptinj,DHCP option injector.,networking
didier-stevens-suite,Didier Stevens Suite.,
dinouml,"A network simulation tool, based on UML (User Mode Linux) that can simulate big Linux networks on a single PC",networking
dirb,"A web content scanner, brute forceing for hidden files.",scanner
dirble,Fast directory scanning and scraping tool.,webapp
dirbuster,An application designed to brute force directories and files names on web/application servers,scanner
dirbuster-ng,C CLI implementation of the Java dirbuster tool.,webapp
directorytraversalscan,Detect directory traversal vulnerabilities in HTTP servers and web applications.,windows
dirhunt,Find web directories without bruteforce.,webapp
dirscanner,"This is a python script that scans webservers looking for administrative directories, php shells, and more.",scanner
dirscraper,OSINT Scanning tool which discovers and maps directories found in javascript files hosted on a website.,webapp
dirsearch,HTTP(S) directory/file brute forcer.,webapp
dirstalk,Modern alternative to dirbuster/dirb.,scanner
disitool,Tool to work with Windows executables digital signatures.,forensic
dislocker,Read BitLocker encrypted volumes under Linux.,crypto
dissector,This code dissects the internal data structures in ELF files. It supports x86 and x86_64 archs and runs under Linux.,binary
distorm,Powerful disassembler library for x86/AMD64,disassembler
dizzy,A Python based fuzzing framework with many features.,fuzzer
dkmc,Dont kill my cat - Malicious payload evasion tool.,exploitation
dmde,Disk Editor and Data Recovery Software.,forensic
dmg2img,A CLI tool to uncompress Apple's compressed DMG files to the HFS+ IMG format,forensic
dmitry,Deepmagic Information Gathering Tool.,scanner
dnmap,The distributed nmap framework.,scanner
dns-parallel-prober,PoC for an adaptive parallelised DNS prober.,recon
dns-reverse-proxy,A reverse DNS proxy written in Go.,proxy
dns-spoof,Yet another DNS spoof utility.,spoof
dns2geoip,A simple python script that brute forces DNS and subsequently geolocates the found subdomains.,scanner
dns2tcp,A tool for relaying TCP connections over DNS.,tunnel
dnsa,A dns security swiss army knife.,scanner
dnsbf,Search for available domain names in an IP range.,scanner
dnsbrute,"Multi-theaded DNS bruteforcing, average speed 80 lookups/second with 40 threads.",recon
dnschef,A highly configurable DNS proxy for pentesters.,proxy
dnscobra,DNS subdomain bruteforcing tool with Tor support through torsocks,recon
dnsdiag,DNS Diagnostics and Performance Measurement Tools.,networking
dnsdrdos,Proof of concept code for distributed DNS reflection DoS.,dos
dnsenum,"Script that enumerates DNS information from a domain, attempts zone transfers, performs a brute force dictionary style attack, and then performs reverse look-ups on the results.",recon
dnsfilexfer,File transfer via DNS.,networking
dnsgoblin,Nasty creature constantly searching for DNS servers. It uses standard dns querys and waits for the replies.,scanner
dnsgrep,A utility for quickly searching presorted DNS names.,recon
dnsmap,Passive DNS network mapper,fingerprint
dnspredict,DNS prediction.,scanner
dnsprobe,Allows you to perform multiple dns queries of your choice with a list of user supplied resolvers.,recon
dnspy,.NET debugger and assembly editor.,windows
dnsrecon,"Python script for enumeration of hosts, subdomains and emails from a given domain using google.",recon
dnssearch,A subdomain enumeration tool.,recon
dnsspider,A fast multithreaded bruteforcer of subdomains that leverages a wordlist and/or character permutation.,recon
dnsteal,DNS Exfiltration tool for stealthily sending files over DNS requests..,networking
dnstracer,"Determines where a given DNS server gets its information from, and follows the chain of DNS servers",recon
dnstwist,"Domain name permutation engine for detecting typo squatting, phishing and corporate espionage.",scanner
dnsvalidator,"Maintains a list of IPv4 DNS servers by verifying them against baseline servers, and ensuring accurate responses.",networking
dnswalk,A DNS debugger and zone-transfer utility.,recon
