ProgramID,Name,Description,Tag
316,cfr,Another Java decompiler.,decompiler
317,chameleon,A tool for evading Proxy categorisation.,networking
318,chameleonmini,"Official repository of ChameleonMini, a freely programmable, portable tool for NFC security analysis that can emulate and clone contactless cards, read RFID tags and sniff/log RF data.",social
319,changeme,A default credential scanner.,scanner
320,chankro,Tool that generates a PHP capable of run a custom binary (like a meterpreter) or a bash script (p.e. reverse shell) bypassing disable_functions & open_basedir).,web-app
321,chaos-client,Go client to communicate with Chaos dataset API.,recon
322,chaosmap,An information gathering tool and dns / whois / web server scanner,forensics
323,chaosreader,"A freeware tool to trace tcp, udp etc. sessions and fetch application data from snoop or tcpdump logs.",networking
324,chapcrack,A tool for parsing and decrypting MS-CHAPv2 network handshakes.,cracker
325,cheat-sh,The only cheat sheet you need.,automation
326,checkiban,Checks the validity of an International Bank Account Number (IBAN).,misc
327,checkpwd,Oracle Password Checker (Cracker).,cracker
328,checksec,Tool designed to test which standard Linux OS and PaX security features are being used,automation
329,check-weak-dh-ssh,Debian OpenSSL weak client Diffie-Hellman Exchange checker.,scanner
330,cherrytree,"A hierarchical note taking application, featuring rich text and syntax highlighting, storing data in a single xml or sqlite file.",reporting-tools
331,chiasm-shell,"Python-based interactive assembler/disassembler CLI, powered byKeystone/Capstone.",disassembler
332,chipsec,Platform Security Assessment Framework.,hardware
333,chiron,An all-in-one IPv6 Penetration Testing Framework.,scanner
334,chisel,A fast TCP tunnel over HTTP.,tunnel
335,chkrootkit,Checks for rootkits on a system.,defensive
336,chntpw,This little program provides a way to view information and change user passwords in a Windows NT/2000 user database file. Old passwords need not be known since they are overwritten. In addition it also contains a simple registry editor (same size data writes) and an hex-editor which enables you to fiddle around with bits and bytes in the file as you wish.,cracker
337,chopshop,Protocol Analysis/Decoder Framework.,networking
338,choronzon,An evolutionary knowledge-based fuzzer.,fuzzer
339,chownat,Allows two peers behind two separate NATs with no port forwarding and no DMZ setup on their routers to directly communicate with each other,tunnel
340,chrome-decode,Chrome web browser decoder tool that demonstrates recovering passwords.,windows
341,chromefreak,A Cross-Platform Forensic Framework for Google Chrome,forensics
342,chromensics,A Google chrome forensics tool.,windows
343,chw00t,Unices chroot breaking tool.,exploitation
344,cidr2range,Script for listing the IP addresses contained in a CIDR netblock.,networking
345,cintruder,An automatic pentesting tool to bypass captchas.,cracker
346,cipherscan,A very simple way to find out which SSL ciphersuites are supported by a target.,scanner
347,ciphertest,A better SSL cipher checker using gnutls.,crypto
348,ciphr,"A CLI tool for encoding, decoding, encryption, decryption, and hashing streams of data.",crypto
349,cirt-fuzzer,A simple TCP/UDP protocol fuzzer.,fuzzer
350,cisco5crack,Crypt and decrypt the cisco enable 5 passwords.,cracker
351,cisco7crack,Crypt and decrypt the cisco enable 7 passwords.,cracker
352,cisco-auditing-tool,Perl script which scans cisco routers for common vulnerabilities.,vulnerability-analysis
353,cisco-global-exploiter,"Cisco Global Exploiter (CGE), is an advanced, simple and fast security testing tool.",vulnerability-analysis
354,cisco-ocs,A mass Cisco scanning tool.,vulnerability-analysis
355,cisco-router-config,Tools to copy and merge Cisco Routers Configuration.,misc
356,ciscos,"Scans class A, B, and C networks for cisco routers which have telnet open and have not changed the default password from cisco.",scanner
357,cisco-scanner,"Multithreaded Cisco HTTP vulnerability scanner. Tested on Linux, OpenBSD and Solaris.",cracker
358,cisco-snmp-enumeration,"Automated Cisco SNMP Enumeration, Brute Force, Configuration Download and Password Cracking.",automation
359,cisco-snmp-slap,IP address spoofing tool in order to bypass an ACL protecting an SNMP service on Cisco IOS devices.,spoof
360,cisco-torch,"Cisco Torch mass scanning, fingerprinting, and exploitation tool was written while working on the next edition of the “Hacking Exposed Cisco Networks”, since the tools available on the market could not meet our needs. ",recon
361,citadel,A library of OSINT tools.,recon
362,cjexploiter,Drag and Drop ClickJacking exploit development assistance tool.,web-app
363,clair,Vulnerability Static Analysis for Containers.,scanner
364,clamscanlogparser,"This is a utility to parse a Clam Anti Virus log file, in order to sort them into a malware archive for easier maintanence of your malware collection.",malware
365,climber,Check UNIX/Linux systems for privilege escalation.,scanner
366,cloakify,Data Exfiltration In Plain Sight; Evade DLP/MLS Devices; Social Engineering of Analysts; Evade AV Detection.,misc
367,cloud-buster,A tool that checks Cloudflare enabled sites for origin IP leaks.,recon
368,cloudfail,Utilize misconfigured DNS and old database records to find hidden IP's behind the CloudFlare network.,recon
369,cloudflare-enum,Cloudflare DNS Enumeration Tool for Pentesters.,scanner
370,cloudget,Python script to bypass cloudflare from command line. Built upon cfscrape module.,web-app
371,cloudlist,A tool for listing Assets from multiple Cloud Providers.,recon
372,cloudmare,A simple tool to find origin servers of websites protected by CloudFlare with a misconfiguration DNS.,recon
373,cloudsploit,AWS security scanning checks.,scanner
374,cloudunflare,Reconnaissance Real IP address for Cloudflare Bypass.,recon
375,clusterd,"Automates the fingerprinting, reconnaissance, and exploitation phases of an application server attack.",automation
376,Cmd,Windows Command line,misc
377,cminer,A tool for enumerating the code caves in PE files.,binary
378,cmospwd,CmosPwd is a cross-platform tool to decrypt password stored in CMOS used to access a computer’s BIOS setup.,cracker
379,cmseek,CMS (Content Management Systems) Detection and Exploitation suite.,web-app
380,cms-explorer,"Designed to reveal the specific modules, plugins, components and themes that various cms driven websites are running.",fingerprint
381,cms-few,"Joomla, Mambo, PHP-Nuke, and XOOPS CMS SQL injection vulnerability scanning tool written in Python.",web-app
382,cmsfuzz,"Fuzzer for wordpress, cold fusion, drupal, joomla, and phpnuke.",web-app
383,cmsmap,A python open source Content Management System scanner that automates the process of detecting security flaws of the most popular CMSs.,scanner
384,cmsscan,"CMS scanner to identify and find vulnerabilities for Wordpress, Drupal, Joomla, vBulletin.",web-app
385,cmsscanner,CMS Scanner Framework.,web-app
386,cnamulator,A phone CNAM lookup utility using the OpenCNAM API.,mobile
387,cntlm,"An NTLM, NTLM2SR, and NTLMv2 authenticating HTTP proxy.",proxy
388,codeql,The CLI tool for GitHub CodeQL,automation
389,codetective,A tool to determine the crypto/encoding algorithm used according to traces of its representation.,crypto
390,coly,This captures Enhances interior gateway routing protocol (EIGRP) and can inject packets into a network,networking
391,comission,WhiteBox CMS analysis.,web-app
392,commix,"Commix (short for [comm]and [i]njection e[x]ploiter) has a simple environment and it can be used, from web developers, penetration testers or even security researchers to test web applications with the view to find bugs, errors or vulnerabilities related to command injection attacks. By using this tool, it is very easy to find and exploit a command injection vulnerability in a certain vulnerable parameter or string. Commix is written in Python programming language.",exploitation
393,commonspeak,Leverages publicly available datasets from Google BigQuery to generate wordlists.,automation
394,complemento,"A collection of tools for pentester: LetDown is a powerful tcp flooder ReverseRaider is a domain scanner that use wordlist scanning or reverse resolution scanning Httsquash is an http server scanner, banner grabber and data retriever",fingerprint
